finding_id,source,epic_or_package,requirement_ids,severity,status,file_refs,description,proving_test
QMX-F107,lane-L6,E18 qmb/data,RQ12;RQ17;RQ26;RQ32;RQ10;18.1-AC1;18.1-AC2;18.1-AC3;18.1-AC4,low,UNPROVEN,qmb/src/qmb/data/download.py:523-580; verify.py; gap_check.py,"Four lane deferral rows correctly recorded and carried forward (run-side provider-fetch policy rejection is Epic 14; the entitlement ride into a run CT-32/ledger citation is Epics 14/19; synthetic-fill CONTENT is Epic 23 / GAP-0048; the transport of progress events to a real supervising-agent channel is Epic 15/16). Plus lane row E18-F05, a genuine but arguable LOW: download writes a durable .qmb_intake_keys.jsonl dedup ledger via qmb.orchestrator.paths outside the qmf.data contracts. Note the asymmetry the L6 raises - the author flagged this small side-channel and missed the coverage-envelope layer the whole catalog is built on (QMX-F022). Also untested with no row: 18.1-AC1 ""carries only parsing, transport and adapter-selection logic (B-1)"" while download additionally does intake keying, ledger file IO and coverage-row minting; 18.1-AC2 resolution and side validation, the Book/BMS config-fragment form, and port members earliest_available / batch count / rate-limit (presence only); 18.1-AC3 retained forever; 18.1-AC4 the download-skipped-it half.","TO-BE-WRITTEN qa/tests/epic_18::B-1 thinness of the download front, side/resolution validation, port member behaviour"
QMX-F108,lane-L6,E22 qmb/robustness,T22-328;T22-331;T22-302;SC-11;B-15;AR-59;AD-5;CT-05,low,UNPROVEN,qmb/src/qmb/robustness/walkforward.py,"Two lane rows correctly recorded and carried forward. E22-F03: the SC-11 batch-admission single-frozen-registry-as-of mechanism runs through the Epic-13-owned B-15 RegistryReadPort and Epic-13/15 fragment materialization, out of this epic independent surface; the robustness-side fingerprint-not-alias half IS separately proven. E22-F04: the AC-1 sub-clause ""an unknown or later format version is an unsupported-capability refusal, never a best-effort read"" is not exercisable - only ROBUSTNESS_CONTRACT_FORMAT_VERSION = 1 exists and no format-(N+1) counter-case is constructible without inventing a second format. Also noted: T22-315 high/low bounds arm is unreachable with the tame fixture used (prices 100-107, small deltas), so the enforcement it claims to prove is untested.",TO-BE-WRITTEN qa/tests/epic_22::re-fixture T22-315 with a delta series adverse enough to fire the positivity guard
QMX-D001,lane-L6,E1 qmf-core,AR-01..AR-11;NFR-02;NFR-04;NFR-11;AR-19..AR-21;AR-25;AR-26;CT-01;CT-02;CT-03;CT-05;AD-13;AD-15;DEC-0138,high,VERIFICATION-DEBT,qa/epics/epic_01_qmf-core/L6-REVIEW.md section 2,"29 missed requirement clauses (M1-M29) across Stories 1.1-1.9 with no test at all: the whole Story 1.1 scaffold/toolchain/register block (7), Stories 1.7 and 1.8 entirely (8 ACs, 0 tests), the AR-19/AR-21 tier-1 artifact obligations, the AR-20 coverage floors, and clause-level gaps in CT-01 canonical form, CT-02 duration semantics and foreign timestamps, CT-03 ownership, CT-05 identity-by-default and evidence_class. 86 tests written, 85 pass, 1 fails.",see qa/epics/epic_01_qmf-core/L6-REVIEW.md section 2
QMX-D002,lane-L6,E2 qmf-registry,FR-006;FR-007;FR-008;FR-009;CT-06;CT-07;CT-09;CT-13;AR-18;AR-19;AR-20;AR-21;L30,high,VERIFICATION-DEBT,qa/epics/epic_02_qmf-registry/L6-REVIEW.md section 2,"18 missed requirement clauses (M1-M18) across Stories 2.1-2.4: the CT-13 promotion event, the human-only signer, signed-record immutability, reviewer identity and instant, no-cryptographic-dependency, edge true-collision-and-alarm, size rotation with a monotonic ordinal, fsync, corroborates/disagrees-with never merged away, unlimited readers, header-parents-never-unioned-with-edges, the treasury-boundary-event reserved kind, reference examples and the 80 percent coverage floor, stdlib-typed boundary signatures, no-partial-registration, documented restore path, and the CT-09 dual producer-and-consumer run. 54 tests written; two are permanently red by construction (assert False) so the suite can never go green.",see qa/epics/epic_02_qmf-registry/L6-REVIEW.md section 2
QMX-D003,lane-L6,E3 qmf-data,FR-010;FR-011;FR-012;FR-013;FR-016;CT-10;CT-11;CT-12;CT-13;CT-25;DEC-0103;DEC-0118;DEC-0131,high,VERIFICATION-DEBT,qa/epics/epic_03_qmf-data/L6-REVIEW.md section 2,"About 24 ratified requirement clauses across Stories 3.1-3.6 with no test and NOT listed in PLAN section 8 as blocked, so silently uncovered rather than knowingly deferred: fsync durability, rotation ordinal monotonicity, engine swappability, the CT-11 format-version migration law, cross-world observation reads, derived-values-carrying-lineage, the ordering-key USE rule, rebuild pinning, deletion-path gating, the CT-12 default-width rule, indicator knowledge time, lineage edges on re-derivation, cross-world manifests, manifest format version, the sealed-window registry key, display_time, evidence-versus-display encoding, journaled-on-recovery, the suppressed control-action subtype, the promotion-event schema, correlation_id propagation, cross-world journal writes, unlimited readers, and the Book-definition fingerprint on risk-authored events. 71 tests written, 0 findings filed - L6 says at least 4 rows are owed.",see qa/epics/epic_03_qmf-data/L6-REVIEW.md section 2
QMX-D004,lane-L6,E4 qmf-calendar-forex,FR-021;CT-02;AR-27,medium,VERIFICATION-DEBT,qa/epics/epic_04_qmf-calendar-forex/L6-REVIEW.md section Missed requirements,"8 missed requirement clauses (M1-M8): TZPATH forcing, the public-surface FM-1 refusal, Swap-Wednesday not modeled, the non-constant session-length witness, uv_build and the built-wheel shape, SemVer independent of the roster ladder, pin-and-version consistency (asserted in RESULTS prose with no test behind it), and the Tier-2 conformance suite wiring. 32 tests written. Genuine violations of source behaviour: 0 - every behaviour independently probed matched the requirement. The epic problems are in the EVIDENCE, not the code.",see qa/epics/epic_04_qmf-calendar-forex/L6-REVIEW.md
QMX-D005,lane-L6,E5 qmf-data-backup,FR-014;CT-14;CT-26;DEC-0106;DEC-0113;DEC-0118,medium,VERIFICATION-DEBT,qa/epics/epic_05_qmf-data-backup/L6-REVIEW.md section 2,"8 missed requirement clauses (M-1 to M-8), four behaviour gaps and four recording gaps, plus the W-1 refusal-category rewrite. 72 tests written across 9 files, all mapping to real functions with no phantom tests. Rule 5 (scope honesty) and rule 6 (findings completeness) both unmet for six clauses; what IS recorded is recorded correctly and the two filed defects are real.",see qa/epics/epic_05_qmf-data-backup/L6-REVIEW.md section 2
QMX-D006,lane-L6,E6 qmf-data source intake,FR-015;FR-017;FR-018;CT-15;CT-10;CT-13;DEC-0117,medium,VERIFICATION-DEBT,qa/epics/epic_06_qmf-data-source-intake/L6-REVIEW.md section 2,"7 missed requirement clauses (M1-M7), three of them implemented in source and asserted nowhere. 51 test functions (99 parametrized nodes by the L6 recount, which matches RESULTS exactly); 15 reds, all real and none softened - the strongest handling of R-007 in the phase. Duplicate-and-relabel across L2/L3 inflates the green count by three behaviours.",see qa/epics/epic_06_qmf-data-source-intake/L6-REVIEW.md section 2
QMX-D007,lane-L6,E7 qmf-indicators,FR-019;CT-16;AR-06;AR-18;AD-13,medium,VERIFICATION-DEBT,qa/epics/epic_07_qmf-indicators/L6-REVIEW.md section 2,"8 missed requirement rows (M1-M8) of which 6 are gaps and 2 are correct exclusions. 90 tests written, 0 defects filed while at least one (the undeclared numpy dependency) is visible from the read. findings.csv is legitimate under rule 6 only if RESULTS shows every owned requirement green under rules 1-5, and it does not.",see qa/epics/epic_07_qmf-indicators/L6-REVIEW.md section 2
QMX-D008,lane-L6,E8 qmf-venue,FR-023;FR-025;CT-18;CT-19;CT-20;CT-21;NFR-05;NFR-11;AR-21;AR-45;L27;L34;L35;SC-02,high,VERIFICATION-DEBT,qa/epics/epic_08_qmf-venue/L6-REVIEW.md section 2,"15 missed requirement clauses (M1-M15) with no test and, except where noted, no deferral entry: CT-19 stream granularity, CT-18 amend atomicity, the Spotware/Twisted SDK ban, undeclared order parameters, sequence-reset-on-boot with a durable cursor, the probe upstream-assumption contradiction note (a whole AC of the hoisted Wave-2 story), the five declared schedulable duties, continuous re-verification, the poe check secret-scan gate, protective-stop form per order type and the declared reference price, acknowledgement modes, the do-not-default boundary, venue-managed trailing, retry-after mapping, and the mandatory declared lookback. 97 tests written - materially the strongest suite in the phase on assertions it does make.",see qa/epics/epic_08_qmf-venue/L6-REVIEW.md section 2
QMX-D009,lane-L6,E9 qmf-structure,FR-020;CT-17;CT-16;NFR-11;DEC-0133,medium,VERIFICATION-DEBT,qa/epics/epic_09_qmf-structure/L6-REVIEW.md section 2,"14 owned clauses (M-1 to M-14) with neither a test nor an UNPROVEN row, four of them promised by the lane own PLAN rows and then dropped silently, and two of them looking unimplemented in source. 74 tests written, 6 rows filed (5 sound, 1 mis-justified). RESULTS headline ""no source defect was found"" is not warranted as written - it is true of what was asserted, not of what the epic owns.",see qa/epics/epic_09_qmf-structure/L6-REVIEW.md section 2
QMX-D010,lane-L6,E10 qmf-risk,FR-027;FR-028;FR-032;FR-033;FR-035;CT-22;CT-23;CT-24;CT-25;CT-28;CT-29;CT-30;CT-31;CT-32;L38;L39;SCN-0010,high,VERIFICATION-DEBT,qa/epics/epic_10_qmf-risk/L6-REVIEW.md section 2,"19 missed requirement clauses (M1-M19) across Stories 10.1-10.10 (about 60 ACs), one critical and five high. 107 tests written, 107 pass, findings.csv holds its header only. The L6 verdict on the clean sheet: it is not evidence that qmf-risk is clean, it is evidence that the two cross-cutting gates (P0-9 and R-009) were mechanized as assertions that cannot fail. About 90 of the 107 tests ARE genuinely falsifiable and their passes are real evidence.",see qa/epics/epic_10_qmf-risk/L6-REVIEW.md section 2
QMX-D011,lane-L6,E11 qml authoring,FR-047;CT-33;CT-34;AD-15;AD-22;AD-30;DEC-0172;DEC-0184,medium,VERIFICATION-DEBT,qa/epics/epic_11_qml-authoring/L6-REVIEW.md section Missed requirements,"9 AC clauses with no test, only three of which appear anywhere in the scope-honesty section; the rest are silent narrowing. 70 tests written, 6 rows filed (3 genuine violations, 1 wrongly-reasoned UNPROVEN, 2 correctly-recorded-but-avoidable). The suite is well above the tier-1 hollow-green baseline: fingerprints recomputed through qmf-core, refusals asserted as CT-04 category values, two static scanners with genuine self-falsification arms.",see qa/epics/epic_11_qml-authoring/L6-REVIEW.md
QMX-D012,lane-L6,E12 qml protocol,FR-048;FR-050;CT-33;CT-34;AD-25;AR-64;AR-68;ADR-0018,high,VERIFICATION-DEBT,qa/epics/epic_12_qml-protocol/L6-REVIEW.md section 3,"8 missed requirement rows (M1-M8) owned by Epic 12 with no test, six of them narrowed without an UNPROVEN row. 73 test functions across 10 modules. Rule 6 is not satisfied: findings.csv carries no genuine violation and no unproven-requirement row while RESULTS marks every owned requirement green - and the audit central scope ruling is factually wrong in the direction that hides the epic one candidate P0 (QMX-F005).",see qa/epics/epic_12_qml-protocol/L6-REVIEW.md section 3
QMX-D013,lane-L6,E13 qmb substrate,FR-036;CT-07;CT-22;CT-28;NFR-02;AD-5;AD-10;AD-16;AD-29;SCN-0012;DEC-0143,high,VERIFICATION-DEBT,qa/epics/epic_13_qmb-substrate/L6-REVIEW.md section 2,"14 requirement clauses in Epic 13 section of epics.md that no test covers, two of them part of the ratified Tier-1 command the AC names (eight of poe check ten steps were never run). 43 tests written, findings.csv holds its header only. L6 verdict: ""43 passed, 0 findings"" is an accurate report of what was EXECUTED and an overstatement of what was VERIFIED - an equal-fingerprint re-binding is never attempted, an always-unrated fold would pass, a door-side cache would pass, a fresher as-of mid-sweep is never introduced, and the CLI door never fingerprints anything. Three exit-criterion claims in RESULTS do not hold as stated.",see qa/epics/epic_13_qmb-substrate/L6-REVIEW.md section 2
QMX-D014,lane-L6,E14 qmb run loop,FR-036;FR-037;CT-12;CT-16;CT-23;CT-29;CT-32;AR-16;AR-56;AR-57;AR-58;B-2;B-7;B-11;QL-1;SCN-0012,high,VERIFICATION-DEBT,qa/epics/epic_14_qmb-run-loop/L6-REVIEW.md section 4,"9 rows of Epic-14 ACs with no covering test (4.1-4.9), in addition to the four blocked Story 14.8 scaffolds. One of those skips (R37 plain-Python ungoverned bot) is MIS-CLASSIFIED as blocked: SCN-0012 states the opposite and the suite demonstrates it incidentally in every Group B/D/F test. 51 tests written, findings.csv empty. L6 explicitly says no finding should be ADDED on the strength of the review - the gaps are evidence that the suite does not yet know whether the source is right, not that it is wrong.",see qa/epics/epic_14_qmb-run-loop/L6-REVIEW.md section 4
QMX-D015,lane-L6,E15 qmb orchestrator,FR-045;AR-17;AR-31;AR-35;AR-50;AR-51;AR-53;AR-59;B-4;B-5;AD-12;AD-14;AD-15;AD-40;CT-11;CT-13;CT-32,medium,VERIFICATION-DEBT,qa/epics/epic_15_qmb-orchestrator/L6-REVIEW.md section 2,"11 clause-level misses (M1-M11), each a rule-5 scope-honesty violation. All 21 requirement ids have at least one test and the PLAN R1-R21 decomposition of the 21 ACs is faithful and complete - no whole AC is unmapped. 44 tests written, 3 rows filed, all three honest UNPROVEN records where every checkable factual claim checked out against source. The flagship exactly-one-ledger-line law is genuinely proven on the single-run finish_run door.",see qa/epics/epic_15_qmb-orchestrator/L6-REVIEW.md section 2
QMX-D016,lane-L6,E16 qmb CLI doors,FR-046;AR-13;AR-58;B-1;B-4;B-9;B-15;R-006;SC-08,medium,VERIFICATION-DEBT,qa/epics/epic_16_qmb-cli-doors/L6-REVIEW.md section 3,"6 Epic-16 clauses with no test that can fail (3.1-3.6), every id confirmed to sit inside this epic epics.md section. 36 tests written, 5 rows filed (2 genuine violations, 2 correctly-recorded UNPROVEN, 1 UNPROVEN over-broadly scoped). The flagship derived door-parity contract is genuinely well built and produced two real, independently-verified findings - its unfiltered twin actually fails on a real divergence.",see qa/epics/epic_16_qmb-cli-doors/L6-REVIEW.md section 3
QMX-D017,lane-L6,E17 qmb execution ports,AR-39;AR-56;CT-01;CT-04;CT-12;CT-13;DEC-0153;LABEL-1;SC-06;GAP-0048,high,VERIFICATION-DEBT,qa/epics/epic_17_qmb-execution-ports/L6-REVIEW.md section 2,"6 AC clauses inside covered requirements with no test and no UNPROVEN row. All 33 roster rows R1-R33 map cleanly onto Stories 17.1-17.5 - the roster itself has no holes. 51 tests written, roughly 40 substantive and falsifiable. The RESULTS headline (""33 requirements green, all met by the source"") is false: two owned clauses are flatly unimplemented (composition-version change, stochastic seed) and were recorded UNPROVEN rather than as defects.",see qa/epics/epic_17_qmb-execution-ports/L6-REVIEW.md section 2
QMX-D018,lane-L6,E18 qmb data management,RQ1-RQ34;CT-10;CT-15;DEC-0105;DEC-0106;B-1;B-11;L18;R-007;R-011,high,VERIFICATION-DEBT,qa/epics/epic_18_qmb-data-management/L6-REVIEW.md section 2,"11 clause-level misses inside covered RQs that no test asserts and no UNPROVEN row records. RQ-level coverage is complete: every AC is represented in the PLAN RQ table and the epic-binding argument for RQ-CLOCK is explicit and defensible. 60 tests written, 10 rows filed (5 genuine violations covering 3 distinct defects, 5 UNPROVEN correctly recorded, 0 spurious). R-011 cannot stand as GREEN on the current evidence (see QMX-F022); R-007 is unaffected and honest.",see qa/epics/epic_18_qmb-data-management/L6-REVIEW.md section 2
QMX-D019,lane-L6,E19 qmb reports,AC19.1-AC19.5;R-RPT-4;R-RPT-8;R-RPT-9;R-RPT-10;R-RPT-11;R-RPT-13;R-RPT-21;R-RPT-22;CT-32;AR-59;DEC-0162;DEC-0163,high,VERIFICATION-DEBT,qa/epics/epic_19_qmb-reports/L6-REVIEW.md section 3,"10 Epic-19 clauses with no covering test (M1-M10), all confirmed present in this epic epics.md section. 71 tests written, 1 row filed. RESULTS corrections required: R18 PASS to FAIL, R29 PASS to UNPROVEN, and R20/R23/R10/R3/R17/R24 PASS to PARTIAL; the exit-gate line ""all 13 P0 requirements green"" is not supportable. The seven recorded boundaries are all cross-epic delegations, honestly and well argued; not one of the within-Epic-19 narrowings is disclosed.",see qa/epics/epic_19_qmb-reports/L6-REVIEW.md section 3
QMX-D020,lane-L6,E20 qmb sweeps,FR-034;B-1;B-4;B-10;B-12;B-15;CT-05;CT-32;AD-40;AR-50,medium,VERIFICATION-DEBT,qa/epics/epic_20_qmb-sweeps/L6-REVIEW.md section Missed requirements,"8 AC clauses (M1-M8) with no test and no UNPROVEN row, each a silent narrowing under rule 5, plus two clauses proven weakly. 28 tests written, 3 rows filed (0 genuine product violations, 0 wrong expectations, 3 correctly-recorded UNPROVEN or informational). The author found no defect in the sweep package and the L6 confirms that conclusion is defensible on the evidence read, including the F-20-01 non-reproduction. Note: the L6-REVIEW.md at this path previously held a review written by the same agent that wrote the tests; a lane author own ACCEPT is not an L6 verdict, and the file was replaced.",see qa/epics/epic_20_qmb-sweeps/L6-REVIEW.md
QMX-D021,lane-L6,E21 qmb optimization,CT-01;CT-04;CT-12;CT-32;B-7;SC-07;R-013;R-017;GAP-0048,medium,VERIFICATION-DEBT,qa/epics/epic_21_qmb-optimization/L6-REVIEW.md part 2,"9 Epic-21 clauses (M1-M9) confirmed to have live shipped surfaces, none untestable, none belonging to another epic, with no test. 34 tests written, 4 rows filed (1 genuine violation, 3 UNPROVEN of which one under-states its gap). 19 of 34 tests assert the requirement cleanly and the conftest fixture discipline (exact-integer money, fp1-canonical measures, recursive float and bytes scanners, returned-refusal harness) is genuinely good work.",see qa/epics/epic_21_qmb-optimization/L6-REVIEW.md part 2
QMX-D022,lane-L6,E22 qmb robustness,22.1-AC1..22.5-AC2;L20;SC-06;SC-11;B-4;B-7;B-14;B-15;AR-59;CT-04;CT-05;DEC-0109;NFR-11,medium,VERIFICATION-DEBT,qa/epics/epic_22_qmb-robustness/L6-REVIEW.md section 2,"8 Epic-22 ACs (M1-M8) that no test covers, four of them narrowed in PLAN section 7 or a RESULTS table cell but never reaching findings.csv, so a reader of findings.csv alone sees an epic with two defects and full coverage otherwise. 54 tests written; 15 carry at least one banned-shape assertion and 6 rest on one entirely. The arithmetic core is genuinely strong - the carve-out denominator discriminator, the exact OHLC cumulative-sum round-trip, the independently recomputed p-values, the order-invariance versus path-dependence discriminator, the only-last-bar-fired look-ahead refusal.",see qa/epics/epic_22_qmb-robustness/L6-REVIEW.md section 2
QMX-D023,lane-L6,E23 qmb synthetic data,23.1-AC1..23.4-AC6;B-7;R-006;R-007;R-008;FR-046;CT-10;CT-32;DEC-0105;DEC-0164;AD-7;AD-22;AR-15;AR-59,high,VERIFICATION-DEBT,qa/epics/epic_23_qmb-synthetic-data/L6-REVIEW.md section 3,"10 requirements in Epic 23 epics.md section that no test covers, ordered by how much of the epic safety promise they carry. 30 tests written, 3 rows filed - all three genuine violations, 0 wrong expectations, 0 correctly-recorded UNPROVEN. The pass reports ""UNPROVEN Epic-23-owned requirements: 0"" and that number is wrong: at least two owned acceptance clauses are green only because the test calls a function whose body is an unconditional return policy(...) or a constructor that stamps the asserted literals. Four highest-risk families (world derivation, replay-clock guard, namespace firewall, determinism and anchor) ARE genuinely proven.",see qa/epics/epic_23_qmb-synthetic-data/L6-REVIEW.md section 3
